Lapras ex,ラプラスex
Laprasex,ラプラスex
Smettbo,バタフリー
Mauzi,ニャース
Chaneira,ラッキー
Pikachu,ピカチュウ
Forschung des Professors,博士の研究
Rote Karte,レッドカード
Pokéball,モンスターボール
Pokédex ex,ポケモン図鑑
Pokédexex,ポケモン図鑑
Hand Scope,ハンドスコープ
X-Initiative,スピーダー
Trank,きずぐすり
Mewtu ex,ミュウツーex
Mewtuex,ミュウツーex
Pikachu ex,ピカチュウex
Pikachuex,ピカチュウex
Glurak ex,リザードンex
Glurakex,リザードンex
Mew,ミュウ
Knuddeluff ex,プクリンex
Knuddeluffex,プクリンex
Machomei ex,カイリキーex
Machomeiex,カイリキーex
Gengar ex,ゲンガーex
Gengarex,ゲンガーex
Zapdos ex,サンダーex
Zapdosex,サンダーex
Arktos ex,フリーザーex
Arktosex,フリーザーex
Lavados ex,ファイヤーex
Lavadosex,ファイヤーex
Major Bob,マチス
Sabrina,ナツメ
Rocko,タケシ
Giovanni,サカキ
Koga,キョウ
Pyro,カツラ
Misty,カスミ
Erika,エリカ
Knogga ex,ガラガラex
Knoggaex,ガラガラex
Starmie ex,スターミーex
Starmieex,スターミーex
Turtok ex,カメックスex
Turtokex,カメックスex
Arkani ex,ウインディex
Arkaniex,ウインディex
Kokowei ex,ナッシーex
Kokoweiex,ナッシーex
Bisaflor ex,フシギバナex
Bisaflorex,フシギバナex
Relaxo,カビゴン
Porygon,ポリゴン
Evoli,イーブイ
Ditto,メタモン
Tauboss,ピジョット
Dragoran,カイリュー
Smogmog,マタドガス
Golbat,ゴルバット
Nidoking,ニドキング
Nidoqueen,ニドクイン
Tragosso,カラカラ
Digda,ディグダ
Flegmon,ヤドン
Simsala,フーディン
Lektrobal,マルマイン
Lapras,ラプラス
Garados,ギャラドス
Schiggy,ゼニガメ
Gallopa,ギャロップ
Glumanda,ヒトカゲ
Pinsir,カイロス
Duflor,クサイハナ
Bisasam,フシギダネ
Altbernstein,ひみつのコハク
Domfossil,こうらの化石
Helixfossil,かいの化石
Zwollock,バイウールー
Wolly,ウールー
Chillabell,チラチーノ
Picochilla,チラーミィ
Aerodactyl,プテラ
Tauros,ケンタロス
Kangama,ガルーラ
Schlurp,ベロリンガ
Dodri,ドードリオ
Dodu,ドードー
