Lapras ex,라프라스 ex
Laprasex,라프라스 ex
Smettbo,버터플
Mauzi,나옹
Chaneira,럭키
Pikachu,피카츄
Forschung des Professors,박사의 연구
Rote Karte,레드카드
Pokéball,몬스터볼
Pokédex ex,포켓몬 도감 ex
Pokédexex,포켓몬 도감 ex
Hand Scope,핸드스코프
X-Initiative,스피드업
Trank,상처약
Mewtu ex,뮤츠 ex
Mewtuex,뮤츠 ex
Pikachu ex,피카츄 ex
Pikachuex,피카츄 ex
Glurak ex,리자몽 ex
Glurakex,리자몽 ex
Mew,뮤
Knuddeluff ex,푸크린 ex
Knuddeluffex,푸크린 ex
Machomei ex,괴력몬 ex
Machomeiex,괴력몬 ex
Gengar ex,팬텀 ex
Gengarex,팬텀 ex
Zapdos ex,썬더 ex
Zapdosex,썬더 ex
Arktos ex,프리져 ex
Arktosex,프리져 ex
Lavados ex,파이어 ex
Lavadosex,파이어 ex
Major Bob,마티스
Sabrina,초련
Rocko,웅
Giovanni,비주기
Koga,독수
Pyro,강연
Misty,이슬
Erika,민화
Knogga ex,텅구리 ex
Knoggaex,텅구리 ex
Starmie ex,아쿠스타 ex
Starmieex,아쿠스타 ex
Turtok ex,거북왕 ex
Turtokex,거북왕 ex
Arkani ex,윈디 ex
Arkaniex,윈디 ex
Kokowei ex,나시 ex
Kokoweiex,나시 ex
Bisaflor ex,이상해꽃 ex
Bisaflorex,이상해꽃 ex
Relaxo,잠만보
Porygon,폴리곤
Evoli,이브이
Ditto,메타몽
Tauboss,피죤투
Dragoran,망나뇽
Smogmog,또도가스
Golbat,골뱃
Nidoking,니드킹
Nidoqueen,니드퀸
Tragosso,탕구리
Digda,디그다
Flegmon,야돈
Simsala,후딘
Lektrobal,붐볼
Lapras,라프라스
Garados,갸라도스
Schiggy,꼬부기
Gallopa,날쌩마
Glumanda,파이리
Pinsir,쁘사이저
Duflor,냄새꼬
Bisasam,이상해씨
Altbernstein,비밀의호박
Domfossil,껍질화석
Helixfossil,조개화석
Zwollock,배우르
Wolly,우르
Chillabell,치라치노
Picochilla,치라미
Aerodactyl,프테라
Tauros,켄타로스
Kangama,캥카
Schlurp,내루미
Dodri,두트리오
Dodu,두두
Porenta,파오리
Snobilikat,페르시온
Knuddeluff,푸크린
Pummeluff,푸린
Ibitak,깨비드릴조
Habitak,깨비참
Rattikarl,레트라
Rattfratz,꼬렛
Tauboga,피죤
Taubsi,구구
Dragonir,신뇽
Dratini,미뇽
Melmetal,멜메탈
Meltan,멜탄
Caesurio,절각참
Gladiantri,자망칼
Flunkifer,입치트
Smogon,또가스
Sleimok,질뻐기
Sleima,질퍽이
Zubat,주뱃
Nidorino,니드리노
Nidoran♂,니드런♂
Nidorina,니드리나
Nidoran♀,니드런♀
Arbok,아보크
Rettan,아보
Kaocto,케오퍼스
Klopptopus,때때무노
Wie-Shu,비조도
Lin-Fu,비조푸
Kabutops,투구푸스
Kabuto,투구
Rizeros,코뿌리
Rihorn,뿔카노
Nockchan,홍수몬
Kicklee,시라소몬
Knogga,텅구리
Onix,롱스톤
Geowaz,딱구리
Georok,데구리
Kleinstein,꼬마돌
Machomei,괴력몬
Maschock,근육몬
Machollo,알통몬
Rasaff,성원숭
Menki,망키
Digdri,닥트리오
Sandamer,고지
Sandan,모래두지
Golgantes,골루그
Golbit,골비람
Fletiamo,맘박쥐
Fleknoil,또르박쥐
Guardevoir,가디안
Kirlia,킬리아
Trasla,랄토스
Mewtu,뮤츠
Rossana,루주라
Pantimos,마임맨
Hypno,슬리퍼
Traumato,슬리프
Gengar,팬텀
Alpollo,고우스트
Nebulak,고오스
Lahmus,야도란
Kadabra,윤겔라
Abra,캐이시
Pixi,픽시
Piepi,삐삐
Britzigel,찌르성게
Elezard,일레도리자드
Eguana,목도리키텔
Zapplarang,저리더프
Zapplalek,저리릴
Zapplardin,저리어
Zebritz,제브라이카
Elezeba,줄뮤마
Zapdos,썬더
Blitza,쥬피썬더
Elektek,에레브
Voltobal,찌리리공
Magneton,레어코일
Magnetilo,코일
Raichu,라이츄
Mottineva,모스노우
Snomnom,누니머기
Knirfish,치갈기
Gufa,해무기
Quajutsu,개굴닌자
Amphizel,개굴반장
Froxy,개구마르
Swaroness,스완나
Piccolente,꼬지보리
Arktos,프리져
Amoroso,암스타
Amonitas,암나이트
Aquana,샤미드
Karpador,잉어킹
Starmie,아쿠스타
Sterndu,별가사리
Golking,왕콘치
Goldini,콘치
Seemon,시드라
Seeper,쏘드라
Kingler,킹크랩
Krabby,크랩
Austos,파르셀
Muschas,셀러
Jugong,쥬레곤
Jurob,쥬쥬
Tentoxa,독파리
Tentacha,왕눈해
Quappo,강챙이
Quaputzi,슈륙챙이
Quapsel,발챙이
Entoron,골덕
Enton,고라파덕
Turtok,거북왕
Schillok,어니부기
Infernopod,다태우지네
Thermopod,태우지네
Amfira,염뉴트
Molunk,야도뇽
Furnifraß,앤티골
Lavados,파이어
Flamara,부스터
Magmar,마그마
Ponita,포니타
Arkani,윈디
Fukano,가디
Vulnona,나인테일
Vulpix,식스테일
Glurak,리자몽
Glutexo,리자드
Chevrumm,고고트
Mähikel,메이클
Dressella,드레디어
Lilminip,치릴리
Elfun,엘풍
Waumboll,소미안
Sichlor,스라크
Tangela,덩쿠리
Kokowei,나시
Owei,아라리
Sarzenia,우츠보트
Ultrigaria,우츠동
Knofensa,모다피
Omot,도나리
Bluzuk,콘팡
Parasek,파라섹트
Paras,파라스
Giflor,라플레시아
Myrapla,뚜벅쵸
Bibor,독침붕
Kokuna,딱충이
Hornliu,뿔충이
Safcon,단데기
Raupy,캐터피
Bisaflor,이상해꽃
Bisaknosp,이상해풀
Mew ex,뮤 ex
Mewex,뮤 ex
Celebi ex,세레비 ex
Celebiex,세레비 ex
Aerodactyl ex,프테라 ex
Aerodactylex,프테라 ex
Leaf,리프
Blau,그린
Abenteurer-Neuling,신출내기 조사원
Tauboss ex,피죤투 ex
Taubossex,피죤투 ex
Garados ex,갸라도스 ex
Garadosex,갸라도스 ex
Marshadow,마샤도
Dedenne,데덴네
Serpiroyal,샤로다
Mythische Tafel,환상의 석판
Pokémon-Flöte,포켓몬피리
Plaudagei,페라페
Shardrago,크리만
Cerapendra,펜드라
Rollum,휠구
Toxiped,마디네
Kleoparda,레파르다스
Felilou,쌔비냥
Humanolith,돌헨진
Sabbaione,나루림
Flauschling,나룸퍼프
Florges,플라제스
Floette,플라엣테
Flabébé,플라베베
Megalon,벰크
Pygraulon,리그레
Symvolara,심보러
Voltula,전툴라
Wattzapf,파쪼옥
Urgl,윽우지
Kamalm,갈가부기
Kamehaps,깨물부기
Lumineon,네오라이트
Finneon,형광어
Ramoth,불카모스
Ignivor,활화르바
Moruda,타타륜
Lamellux,마셰이드
Bubungus,자마슈
Efoserp,샤비
Serpifeu,주리비얀
Dialga ex,디아루가 ex
Dialgaex,디아루가 ex
Palkia ex,펄기아 ex
Palkiaex,펄기아 ex
Schlurplek ex,내룸벨트 ex
Schlurplekex,내룸벨트 ex
Darkrai ex,다크라이 ex
Darkraiex,다크라이 ex
Snibunna ex,포푸니라 ex
Snibunnaex,포푸니라 ex
Galagladi ex,엘레이드 ex
Galagladiex,엘레이드 ex
Traunmagil ex,무우마직 ex
Traunmagilex,무우마직 ex
Pachirisu ex,파치리스 ex
Pachirisuex,파치리스 ex
Panferno ex,초염몽 ex
Panfernoex,초염몽 ex
